ID,asOfDate,type,description,currency,originalNotional,currentNotional,price_date,price_source,price,marketValue,accruedAmount,cusip,isin,fund_name,fund_id,cdoDealId,rmbsClassId,Security_Name,Security_Master_ID,Class_ID,Issuer_Name,Issuer_Id,account_ID,rating_Moody,rating_Sp,rating_fitch,ratings,coupon,asset_class,asset_detail,capital_structure,funded_status,rating_category,rating_level,long_short_io,ZaisId,asset_subclass,Fund_Currency,floating_index_code,IMFactor,Moodys_Derived_Rating,Fund_Is_Deferring,Recovery_Rate
196655567,2021-05-16 00:00:00.0000000,"Bond","PAIA 2019-2A D","USD",854000.00,854000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",100.0549000000,854468.85,5231.37,"70018BAA6","US70018BAA61","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"PAIA 2019-2A D",354138,5398884,"PARK AVENUE INSTITUTIONAL ADVISERS CLO 2019-2",5185017,,,"BB-       ",,"-/BB-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655573,2021-05-16 00:00:00.0000000,"Bond","BCC 2019-2A E","USD",1404000.00,1404000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.4301000000,1395998.60,7307.56,"05682MAA3","US05682MAA36","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"BCC 2019-2A E",354144,5398889,"BAIN CAPITAL CREDIT CLO 2019-2",5185022,,,"BB-       ",,"-/BB-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655596,2021-05-16 00:00:00.0000000,"Bond","KKR 19 D","USD",1115000.00,1115000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",95.6130000000,1066084.95,6033.27,"48251NAA2","US48251NAA28","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"KKR 19 D",354146,5398891,"KKR CLO 19",5185024,,,,,"-/-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655609,2021-05-16 00:00:00.0000000,"Bond","FRESB 2020-SB79 X1","USD",10510000.00,10324615.47,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",7.4900000000,773313.70,5316.10,"30316VAF4","US30316VAF40","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"FRESB 2020-SB79 X1",354150,5398895,"FRBS MULTIFAMILY MORTGAGE PASS THROUGH CERTIFICATES 2020-SB79",5185027,,,,,"-/-/-","1.235750 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",0.981842935115,,,
196655613,2021-05-16 00:00:00.0000000,"Bond","FRESB 2020-SB77 X1","USD",11530000.00,10768424.43,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",6.3411100000,682837.64,4886.62,"30316AAJ2","US30316AAJ25","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"FRESB 2020-SB77 X1",354151,5398896,"FRBS MULTIFAMILY MORTGAGE PASS THROUGH CERTIFICATES 2020-SB77",5185028,,,,,"-/-/-","1.089100 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",0.933301891,,,
196655639,2021-05-16 00:00:00.0000000,"Bond","WOODS 2018-11BA E","USD",2545000.00,2545000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",90.7100000000,2308569.50,11432.94,"66860AAA5","US66860AAA51","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"WOODS 2018-11BA E",354158,5398903,"NORTHWOODS CAPITAL LTD 2018-11BA",5184789,,,"B+        ",,"-/B+/-","3M L + 5 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655641,2021-05-16 00:00:00.0000000,"Bond","SNDPT 2014-3RA F","USD",1600000.00,1600000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",84.4108000000,1350572.80,8610.06,"83610GAC6","US83610GAC69","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"SNDPT 2014-3RA F",354160,5398905,"SOUND POINT CLO VII",5183761,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655648,2021-05-16 00:00:00.0000000,"Bond","MDPK 2016-24A ER","USD",1969000.00,1969000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.2583000000,1954395.93,10506.50,"55820QAE4","US55820QAE44","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"MDPK 2016-24A ER",354163,5398908,"MADISON PARK FUNDING XXIV, LTD",5184475,,,"B         ",,"-/B/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655652,2021-05-16 00:00:00.0000000,"Bond","ATCLO 2016-7A ER","USD",960000.00,960000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",90.8512000000,872171.52,13356.75,"04941UAE7","US04941UAE73","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"ATCLO 2016-7A ER",354165,5398910,"ATLAS SENIOR LOAN FUND VII,LTD.",5184493,,,"B+        ",,"-/B+/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655676,2021-05-16 00:00:00.0000000,"Bond","CGMS 2012-4A ERR","USD",1415000.00,1415000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.0000000000,1400850.00,7050.24,"14310AAE3","US14310AAE38","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"CGMS 2012-4A ERR",354168,5398913,"CARLYLE GLOBAL MARKET STRATEGIES CLO 2012-4",28926,,,,,"-/-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655681,2021-05-16 00:00:00.0000000,"Bond","WOODS 2017-15A E","USD",525000.00,525000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",92.5673000000,485978.33,4962.19,"66860HAA0","US66860HAA05","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"WOODS 2017-15A E",354169,5398914,"NORTHWOODS CAPITAL LTD 2017-15",5185037,,,,,"-/-/-","3M L + 6 bps","HY",,"MEZZ",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655685,2021-05-16 00:00:00.0000000,"Bond","APEXC 2019-1A D","USD",637000.00,637000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",95.4313000000,607897.38,3482.68,"03754BAA5","US03754BAA52","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"APEXC 2019-1A D",354171,5398916,"APEX CREDIT CLO LLC 2019-1",5185038,,,,,"-/-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655689,2021-05-16 00:00:00.0000000,"Bond","APEXC 2020-1A E2","USD",1614000.00,1614000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",100.2853000000,1618604.74,10185.89,"03756BAC9","US03756BAC90","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"APEXC 2020-1A E2",354173,5398918,"APEX CREDIT CLO LLC 2020-1",5185040,,,"BB-       ",,"-/BB-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655729,2021-05-16 00:00:00.0000000,"Bond","SHACK 2014-5RA F","USD",1188000.00,1188000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",86.8996000000,1032367.25,2450.21,"81881NAC7","US81881NAC74","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"SHACK 2014-5RA F",354181,5398926,"SHACKLETON 2014-V CLO, LTD.",5183421,,,,,"-/-/-","3M L + 8 bps","HY",,"MEZZ",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655755,2021-05-16 00:00:00.0000000,"Bond","SHACK 2015-7RA F","USD",1323000.00,1323000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",88.0413000000,1164786.40,9528.40,"81883BAC1","US81883BAC19","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"SHACK 2015-7RA F",354183,5398928,"SHACKLETON CLO LTD 2015-7",5181547,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655765,2021-05-16 00:00:00.0000000,"Bond","SHACK 2017-11A F","USD",1213000.00,1213000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",86.9532000000,1054742.32,25171.22,"81883FAB4","US81883FAB40","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"SHACK 2017-11A F",354186,5398931,"SHACKLETON CLO LTD 2017-11",5185048,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655772,2021-05-16 00:00:00.0000000,"Bond","STACR 2020-DNA6 B2","USD",1950000.00,1950000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.5445500000,1941118.72,6131.67,"35566CBE4","US35566CBE49","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"STACR 2020-DNA6 B2",354189,5398934,"STRUCTURED AGENCY CREDIT RISK DEBT NOTES 2020-DNA6",5185050,,,"NR        ",,"-/NR/-"," + 5 bps","CRT",,"Mezz",,,3000,"Long",,"CRT","USD","SOFR30A",1,,,
196655799,2021-05-16 00:00:00.0000000,"Bond","DEN14 2016-1A FR","USD",958000.00,958000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",85.7779000000,821752.28,5063.46,"22615LAJ3","US22615LAJ35","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"DEN14 2016-1A FR",354191,5398936,"CRESTLINE DENALI CLO XIV, LTD",5185051,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655800,2021-05-16 00:00:00.0000000,"Bond","OZLM 2014-6A DS","USD",1062000.00,1062000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",93.2907000000,990747.23,4969.96,"67108PAG9","US67108PAG90","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"OZLM 2014-6A DS",354192,5398937,"OZLM FUNDING VI, LTD.",5157369,,,,,"-/-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655805,2021-05-16 00:00:00.0000000,"Bond","SNDPT 2013-1A B3R","USD",1000000.00,1000000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",82.4514000000,824514.00,4247.64,"83608FAK4","US83608FAK49","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"SNDPT 2013-1A B3R",354194,5398939,"SOUND POINT CLO II, LTD.",72923,,,"CCC+      ",,"-/CCC+/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655806,2021-05-16 00:00:00.0000000,"Bond","VOYA 2014-4A ER","USD",1725000.00,1725000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",89.5690000000,1545065.25,14161.48,"92914VAJ2","US92914VAJ26","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"VOYA 2014-4A ER",354195,5398940,"VOYA CLO 2014-4, LIMITED",5183721,,,"CCC+      ",,"-/CCC+/-","3M L + 9 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655813,2021-05-16 00:00:00.0000000,"Bond","OZLM 2018-22A E","USD",2069000.00,2069000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",82.6182000000,1709370.56,11761.88,"67111XAC6","US67111XAC65","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"OZLM 2018-22A E",354198,5398943,"OZLM LTD 2018-22",5185054,,,,,"-/-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655836,2021-05-16 00:00:00.0000000,"Bond","SNDPT 2014-1RA F","USD",1594000.00,1594000.00,2021-05-07 00:00:00.0000000,"Traded Level",85.7500000000,1366855.00,9910.40,"83607GAC1","US83607GAC15","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"SNDPT 2014-1RA F",354199,5398944,"SOUND POINT CLO V, LTD",5181400,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655837,2021-05-16 00:00:00.0000000,"Bond","WOODS 2018-12BA E","USD",2132000.00,2132000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",88.8503000000,1894288.40,21927.42,"66858EAA1","US66858EAA10","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"WOODS 2018-12BA E",354200,5398945,"NORTHWOODS CAPITAL LTD 2018-12BA",5184788,,,,,"-/-/-","3M L + 5 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655843,2021-05-16 00:00:00.0000000,"Bond","SHACK 2013-3A FR","USD",1318000.00,1318000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",85.4487000000,1126213.87,9310.80,"81881TAL4","US81881TAL44","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"SHACK 2013-3A FR",354201,5398946,"SHACKLETON CLO LTD 2013-3",5156958,,,"CCC+      ",,"-/CCC+/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655846,2021-05-16 00:00:00.0000000,"Bond","CGMS 2013-3A ER","USD",1113000.00,1113000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",84.1080000000,936122.04,7603.84,"14310HAS7","US14310HAS76","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"CGMS 2013-3A ER",354203,5398948,"CARLYLE GLOBAL MARKET STRATEGIES 2013-3",72992,,,"CCC+      ",,"-/CCC+/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655848,2021-05-16 00:00:00.0000000,"Bond","BCC 2016-2A E","USD",1043000.00,1043000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.9954000000,1042952.02,6487.93,"05682PAA6","US05682PAA66","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"BCC 2016-2A E",354204,5398949,"BAIN CAPITAL CREDIT CLO 2016-2",5184524,,,,,"-/-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655877,2021-05-16 00:00:00.0000000,"Bond","INGIM 2013-3A ER","USD",1161000.00,1161000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",85.3700000000,991145.70,7131.22,"92917VAC4","US92917VAC46","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"INGIM 2013-3A ER",354209,5398954,"ING INVESTMENT MANAGEMENT CLO 2013-3",5157375,,,"CCC+      ",,"-/CCC+/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655885,2021-05-16 00:00:00.0000000,"Bond","CIFC 2014-1A FR2","USD",1473000.00,1473000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",89.3482000000,1316098.99,8937.15,"12549LAJ5","US12549LAJ52","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"CIFC 2014-1A FR2",354211,5398956,"CIFC FUNDING 2014,LTD",5157320,,,"CCC+      ",,"-/CCC+/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655888,2021-05-16 00:00:00.0000000,"Bond","BLUEM 2015-3A ER","USD",546000.00,546000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",84.2389000000,459944.39,3260.45,"09628MAJ3","US09628MAJ36","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"BLUEM 2015-3A ER",354212,5398957,"BLUEMOUNTAIN CLO 2015-3 LTD.",5184085,,,"CCC+      ",,"-/CCC+/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655915,2021-05-16 00:00:00.0000000,"Bond","MDPK 2015-17A FR","USD",1217000.00,1217000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",90.1300000000,1096882.10,6478.83,"55819AAN2","US55819AAN28","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"MDPK 2015-17A FR",354215,5398960,"MADISON PARK FUNDING XVII, LTD.",5183935,,,,,"-/-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655921,2021-05-16 00:00:00.0000000,"Bond","OCT21 2014-1A ERR","USD",1150000.00,1150000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",97.3051000000,1119008.65,616.79,"67590UAS7","US67590UAS78","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"OCT21 2014-1A ERR",354217,5398962,"OCTAGON INVESTMENT PARTNERS XXI, LTD.",5183687,,,,,"-/-/-","3M L + 9 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655922,2021-05-16 00:00:00.0000000,"Bond","CGMS 2014-5A FRR","USD",1000000.00,1000000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",85.9511000000,859511.00,6849.06,"14311BBJ8","US14311BBJ89","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"CGMS 2014-5A FRR",354219,5398964,"CARLYLE GLOBAL MARKET STRATEGIES CLO 2014-5, LTD.",5183789,,,"CCC+      ",,"-/CCC+/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655925,2021-05-16 00:00:00.0000000,"Bond","OCT26 2016-1A FR","USD",1000000.00,1000000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",89.2343000000,892343.00,7124.62,"675714AG4","US675714AG40","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"OCT26 2016-1A FR",354220,5398965,"OCTAGON INVESTMENT PARTNERS 26, LTD.",5184274,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655926,2021-05-16 00:00:00.0000000,"Bond","CGMS 2015-1A FR","USD",1397000.00,1397000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",90.0000000000,1257300.00,8503.64,"14311EBA1","US14311EBA10","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"CGMS 2015-1A FR",354221,5398966,"CARLYLE GLOBAL MARKET STRATEGIES CLO 2015-1",5183871,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655934,2021-05-16 00:00:00.0000000,"Bond","MVW 2015-9A E","USD",1345000.00,1345000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",83.0321000000,1116781.74,9501.54,"62443RAG0","US62443RAG02","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"MVW 2015-9A E",354223,5398968,"MOUNTAIN VIEW CLO IX",5183941,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655956,2021-05-16 00:00:00.0000000,"Bond","JPMBB 2015-C29 D","USD",897000.00,897000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",80.5468600000,722505.33,1381.91,"46644RBH7","US46644RBH75","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"JPMBB 2015-C29 D",354224,5398969,"JPMBB COMMERCIAL MORTGAGE SECURITIES TRUST 2015-C29",5185065,,,,,"-/-/-","3.697430 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",1,,,
196655961,2021-05-16 00:00:00.0000000,"Bond","JPMCC 2013-C16 E","USD",1426000.00,1426000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",88.3839900000,1260355.70,2224.56,"46641BAR4","US46641BAR42","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"JPMCC 2013-C16 E",354226,5398971,"JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES 2013-C16",5184797,,,,,"-/-/-","3.744000 %","CMBS",,"Mezz",,,3000,"Long",,"CMBS","USD","",1,,,
196655969,2021-05-16 00:00:00.0000000,"Bond","INGIM 2012-4A DRR","USD",1053000.00,1053000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",99.3579000000,1046238.69,7057.92,"92916JAE8","US92916JAE82","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"INGIM 2012-4A DRR",354229,5398974,"ING INVESTMENT MANAGEMENT CLO 2012-4",28949,,,"B-        ",,"-/B-/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655971,2021-05-16 00:00:00.0000000,"Bond","GALXY 2018-28A F","USD",1000000.00,1000000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",92.5516000000,925516.00,7460.45,"36321KAC5","US36321KAC53","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"GALXY 2018-28A F",354230,5398975,"GALAXY CLO LTD., 2018-28",5185068,,,"CCC+      ",,"-/CCC+/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196655995,2021-05-16 00:00:00.0000000,"Bond","CGMS 2015-5A DR","USD",2042000.00,2042000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",94.7124000000,1934027.21,10158.64,"14311QAN7","US14311QAN79","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"CGMS 2015-5A DR",354231,5398976,"CARLYLE GLOBAL MARKET STRATEGIES CLO 2015-5",5184275,,,,,"-/-/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656002,2021-05-16 00:00:00.0000000,"Bond","ATCLO 2018-10A F","USD",1122000.00,1122000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",83.0000000000,931260.00,7636.34,"04942KAC2","US04942KAC27","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"ATCLO 2018-10A F",354234,5398979,"ATLAS SENIOR LOAN FUND LTD 2018-10",5185070,,,"CCC+      ",,"-/CCC+/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656011,2021-05-16 00:00:00.0000000,"Bond","WINDR 2014-3KRA F","USD",1596000.00,1596000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",86.9922000000,1388395.51,11728.22,"87249PAC6","US87249PAC68","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"WINDR 2014-3KRA F",354237,5398982,"WIND RIVER 2014-3KRA CLO LTD.",5185072,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656038,2021-05-16 00:00:00.0000000,"Bond","ATCLO 2019-13A E","USD",1224000.00,1224000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",91.9916000000,1125977.18,5821.14,"04942AAA8","US04942AAA88","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"ATCLO 2019-13A E",354241,5398986,"ATLAS SENIOR LOAN FUND LTD 2019-13",5185076,,,"B         ",,"-/B/-","3M L + 6 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656048,2021-05-16 00:00:00.0000000,"Bond","OCT31 2017-1A F","USD",2000000.00,2000000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",92.2080000000,1844160.00,12116.36,"67576CAC0","US67576CAC01","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"OCT31 2017-1A F",354249,5398995,"OCTAGON INVESTMENT PARTNERS 31",5185082,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656049,2021-05-16 00:00:00.0000000,"Bond","GALXY 2015-19X ER","USD",1000000.00,1000000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",92.1871000000,921871.00,4942.08,"BCC2E2HQ1","USG26023AJ33","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"GALXY 2015-19X ER",354251,5398996,"GALAXY XIX CLO, LTD",5181507,,,"CCC+      ",,"-/CCC+/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656050,2021-05-16 00:00:00.0000000,"Bond","GALXY 2015-19A ER","USD",1000000.00,1000000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",92.1871000000,921871.00,4942.08,"36319RAR1","US36319RAR12","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"GALXY 2015-19A ER",354250,5398996,"GALAXY XIX CLO, LTD",5181507,,,"CCC+      ",,"-/CCC+/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656051,2021-05-16 00:00:00.0000000,"Bond","OCT18 2018-18A E","USD",1175000.00,1175000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",91.7098000000,1077590.15,8257.93,"67576HAC9","US67576HAC97","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"OCT18 2018-18A E",354252,5398997,"OCTAGON INVESTMENT PARTNERS LTD, 2018-18",5185083,,,"CCC+      ",,"-/CCC+/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656076,2021-05-16 00:00:00.0000000,"Bond","OCT22 2014-1A FRR","USD",1102000.00,1102000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",90.0274000000,992101.95,5828.66,"67574QAN7","US67574QAN79","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"OCT22 2014-1A FRR",354253,5398998,"OCTAGON INVESTMENT PARTNERS XXII",5183851,,,"CCC+      ",,"-/CCC+/-","3M L + 7 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656082,2021-05-16 00:00:00.0000000,"Bond","CIFC 2014-3A FR2","USD",1221000.00,1221000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",90.0000000000,1098900.00,6865.07,"12549RAJ2","US12549RAJ23","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"CIFC 2014-3A FR2",354256,5399001,"CIFC FUNDING 2014-III, LTD.",5183528,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
196656084,2021-05-16 00:00:00.0000000,"Bond","WINDR 2014-1A F","USD",2000000.00,2000000.00,2021-04-30 00:00:00.0000000,"JP Morgan Pricing Direct",85.3775000000,1707550.00,13079.63,"88432EAD4","US88432EAD40","ZAIS ZEPHYR 7 MASTER FUND  LTD.",185,,,"WINDR 2014-1A F",354259,5399004,"WIND RIVER 2014-1 CLO LTD.",5159396,,,,,"-/-/-","3M L + 8 bps","HY",,"Mezz",,,3000,"Long",,"HY CLO","USD","US0003M",1,,,
