ID,asofdate,fundid,type,class_id,security_master_id,description,currency,originalNotional,currentNotional,Factor,cusip,isin,Zais_Id,Counterparty_Name,wa_purchase_price,price_date,price_source,price,Market_value,accruedAmount,Begin_Accrual_Date,accrual_method,payment_date,previous_payment_date,all_in_rate,Issuer_Country,Maturity_Date,account_ID,fund_name,rating_moody,rating_sp,rating_fitch,wal,Issuer_Id,Security_Name,fund_id,Issuer_Name,coupon,Coupon_No,Currency_Source,Fund_Currency,posFxRate,FundFxRate,Fund_Market_Value,Fund_Accrued,Is_Floating,Product,Class,SubClass,CapStructure,zais_classification
203229043,2021-09-14 00:00:00.0000000,200,"Bond",5398811,354065,"VENTR 2016-25A E","USD",1880000.00,1880000.00,1,"92329UAA2","US92329UAA25",,,65.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.5958000000,1816001.04,21448.61,2021-07-20 00:00:00.0000000,"Act/360",2021-10-20 00:00:00.0000000,2021-07-20 00:00:00.0000000,7.334250,"CAYMAN ISLANDS",2029-04-20 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,,,,5184556,"VENTR 2016-25A E",200,"VENTURE XXV CLO","3M L + 7 bps",7.200000,"Bloomberg","EUR",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229044,2021-09-14 00:00:00.0000000,200,"Bond",5398813,354067,"EART 2020-2A E","USD",1278000.00,1278000.00,1,"30167YAJ0","US30167YAJ01",,,99.9708800000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",112.0242700000,1431670.17,7402.11,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,"UNITED STATES",2027-09-15 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,"BBB       ",,,5184960,"EART 2020-2A E",200,"EXETER AUTOMOBILE RECEIVABLES TRUST 2020-2A","7.190000 %",7.190000,"Bloomberg","EUR",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229045,2021-09-14 00:00:00.0000000,199,"Bond",5398813,354067,"EART 2020-2A E","USD",1207000.00,1207000.00,1,"30167YAJ0","US30167YAJ01",,,99.9708800000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",112.0242700000,1352132.94,6990.88,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,"UNITED STATES",2027-09-15 00:00:00.0000000,,"ZAIS INARI MASTER FUND 2  LTD",,"BBB       ",,,5184960,"EART 2020-2A E",199,"EXETER AUTOMOBILE RECEIVABLES TRUST 2020-2A","7.190000 %",7.190000,"Bloomberg","USD",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229046,2021-09-14 00:00:00.0000000,119,"Bond",5398813,354067,"EART 2020-2A E","USD",606000.00,606000.00,1,"30167YAJ0","US30167YAJ01",,,99.9708800000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",112.0242700000,678867.08,3509.92,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,"UNITED STATES",2027-09-15 00:00:00.0000000,,"UNC",,"BBB       ",,,5184960,"EART 2020-2A E",119,"EXETER AUTOMOBILE RECEIVABLES TRUST 2020-2A","7.190000 %",7.190000,"Bloomberg","USD",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229047,2021-09-14 00:00:00.0000000,205,"Bond",5398813,354067,"EART 2020-2A E","USD",3186000.00,3186000.00,1,"30167YAJ0","US30167YAJ01",,,107.0382600000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",112.0242700000,3569093.24,18453.14,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,"UNITED STATES",2027-09-15 00:00:00.0000000,,"INARI FUND LP",,"BBB       ",,,5184960,"EART 2020-2A E",205,"EXETER AUTOMOBILE RECEIVABLES TRUST 2020-2A","7.190000 %",7.190000,"Bloomberg","USD",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203230264,2021-09-14 00:00:00.0000000,205,"Repo",5398813,,"EART 2020-2A E - 3.186MM Sep 17, 2021","USD",3186000.00,3186000.00,1,"30167YAJ0","US30167YAJ01","205-002-5926","ROYAL BANK OF CANADA",,,,,-2767000.00,,,,2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,,,,"INARI FUND LP",,"BBB       ",,,,,205,," + 0 bps",0.124750,"Bloomberg","USD",,,,,True,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203230265,2021-09-14 00:00:00.0000000,205,"Repo",5398814,,"DTAOT 2020-2A E - 1.627MM Sep 17, 2021","USD",1627000.00,1627000.00,1,"23343RAJ7","US23343RAJ77","205-002-5929","ROYAL BANK OF CANADA",,,,,-1402000.00,,,,2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,,,,"INARI FUND LP",,"BB-       ",,,,,205,," + 0 bps",0.124750,"Bloomberg","USD",,,,,True,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229048,2021-09-14 00:00:00.0000000,205,"Bond",5398814,354068,"DTAOT 2020-2A E","USD",1627000.00,1627000.00,1,"23343RAJ7","US23343RAJ77",,,105.0302900000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",113.3689100000,1844512.17,9397.28,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,"UNITED STATES",2027-06-15 00:00:00.0000000,,"INARI FUND LP",,"BB-       ",,,5184961,"DTAOT 2020-2A E",205,"DT AUTO OWNER TRUST 2020-2A","7.170000 %",7.170000,"Bloomberg","USD",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229049,2021-09-14 00:00:00.0000000,119,"Bond",5398814,354068,"DTAOT 2020-2A E","USD",354000.00,354000.00,1,"23343RAJ7","US23343RAJ77",,,99.9720000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",113.3689100000,401325.94,2044.65,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,"UNITED STATES",2027-06-15 00:00:00.0000000,,"UNC",,"BB-       ",,,5184961,"DTAOT 2020-2A E",119,"DT AUTO OWNER TRUST 2020-2A","7.170000 %",7.170000,"Bloomberg","USD",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229077,2021-09-14 00:00:00.0000000,199,"Bond",5398814,354068,"DTAOT 2020-2A E","USD",616000.00,616000.00,1,"23343RAJ7","US23343RAJ77",,,99.9720000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",113.3689100000,698352.49,3557.91,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,"UNITED STATES",2027-06-15 00:00:00.0000000,,"ZAIS INARI MASTER FUND 2  LTD",,"BB-       ",,,5184961,"DTAOT 2020-2A E",199,"DT AUTO OWNER TRUST 2020-2A","7.170000 %",7.170000,"Bloomberg","USD",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229078,2021-09-14 00:00:00.0000000,200,"Bond",5398814,354068,"DTAOT 2020-2A E","USD",653000.00,653000.00,1,"23343RAJ7","US23343RAJ77",,,99.9720000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",113.3689100000,740298.98,3771.62,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,"UNITED STATES",2027-06-15 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,"BB-       ",,,5184961,"DTAOT 2020-2A E",200,"DT AUTO OWNER TRUST 2020-2A","7.170000 %",7.170000,"Bloomberg","EUR",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229079,2021-09-14 00:00:00.0000000,200,"Bond",5398815,354069,"CPS 2020-B E","USD",789000.00,789000.00,1,"12656CAJ4","US12656CAJ45",,,99.9850900000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",111.1222900000,876754.87,4690.61,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,,2027-06-15 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,"BB-       ",,,5184962,"CPS 2020-B E",200,"CPS AUTO TRUST 2020-B","7.380000 %",7.380000,"Bloomberg","EUR",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229080,2021-09-14 00:00:00.0000000,199,"Bond",5398815,354069,"CPS 2020-B E","USD",745000.00,745000.00,1,"12656CAJ4","US12656CAJ45",,,99.9850900000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",111.1222900000,827861.06,4429.03,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,,2027-06-15 00:00:00.0000000,,"ZAIS INARI MASTER FUND 2  LTD",,"BB-       ",,,5184962,"CPS 2020-B E",199,"CPS AUTO TRUST 2020-B","7.380000 %",7.380000,"Bloomberg","USD",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229081,2021-09-14 00:00:00.0000000,119,"Bond",5398815,354069,"CPS 2020-B E","USD",500000.00,500000.00,1,"12656CAJ4","US12656CAJ45",,,99.9850900000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",111.1222900000,555611.45,2972.50,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,,2027-06-15 00:00:00.0000000,,"UNC",,"BB-       ",,,5184962,"CPS 2020-B E",119,"CPS AUTO TRUST 2020-B","7.380000 %",7.380000,"Bloomberg","USD",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229082,2021-09-14 00:00:00.0000000,205,"Bond",5398815,354069,"CPS 2020-B E","USD",1966000.00,1966000.00,1,"12656CAJ4","US12656CAJ45",,,104.4200000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",111.1222900000,2184664.22,11687.87,2021-08-15 00:00:00.0000000,"30/360",2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,,2027-06-15 00:00:00.0000000,,"INARI FUND LP",,"BB-       ",,,5184962,"CPS 2020-B E",205,"CPS AUTO TRUST 2020-B","7.380000 %",7.380000,"Bloomberg","USD",,,,,False,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203230266,2021-09-14 00:00:00.0000000,205,"Repo",5398815,,"CPS 2020-B E - 1.966MM Sep 17, 2021","USD",1966000.00,1966000.00,1,"12656CAJ4","US12656CAJ45","205-002-5925","ROYAL BANK OF CANADA",,,,,-1702000.00,,,,2021-09-15 00:00:00.0000000,2021-08-16 00:00:00.0000000,,,,,"INARI FUND LP",,"BB-       ",,,,,205,," + 0 bps",0.124750,"Bloomberg","USD",,,,,True,"ABS  ","Auto Loan","ABS BOND","Mezzanine","ABS-BB"
203229083,2021-09-14 00:00:00.0000000,2,"Bond",5398816,354070,"SRANC 2020-8A E","USD",1517000.00,1517000.00,1,"80316RAA9","US80316RAA95",,,84.1353000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.2190000000,1459642.23,8692.07,2021-08-20 00:00:00.0000000,"Act/360",2021-11-22 00:00:00.0000000,2021-08-20 00:00:00.0000000,8.250880,"CAYMAN ISLANDS",2033-02-20 00:00:00.0000000,,"CDO OPPORTUNITY",,,,,5184963,"SRANC 2020-8A E",2,"SARANAC CLO LTD 2020-8A","3M L + 8 bps",8.120000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229084,2021-09-14 00:00:00.0000000,146,"Bond",5398816,354070,"SRANC 2020-8A E","USD",1906000.00,1906000.00,1,"80316RAA9","US80316RAA95",,,84.2468520000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.2190000000,1833934.14,10920.96,2021-08-20 00:00:00.0000000,"Act/360",2021-11-22 00:00:00.0000000,2021-08-20 00:00:00.0000000,8.250880,"CAYMAN ISLANDS",2033-02-20 00:00:00.0000000,,"SBMA",,,,,5184963,"SRANC 2020-8A E",146,"SARANAC CLO LTD 2020-8A","3M L + 8 bps",8.120000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229085,2021-09-14 00:00:00.0000000,185,"Bond",5398816,354070,"SRANC 2020-8A E","USD",1455000.00,1455000.00,1,"80316RAA9","US80316RAA95",,,85.8582470000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.2190000000,1399986.45,8336.83,2021-08-20 00:00:00.0000000,"Act/360",2021-11-22 00:00:00.0000000,2021-08-20 00:00:00.0000000,8.250880,"CAYMAN ISLANDS",2033-02-20 00:00:00.0000000,,"ZAIS ZEPHYR 7 MASTER FUND  LTD.",,,,,5184963,"SRANC 2020-8A E",185,"SARANAC CLO LTD 2020-8A","3M L + 8 bps",8.120000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229086,2021-09-14 00:00:00.0000000,200,"Bond",5398816,354070,"SRANC 2020-8A E","USD",1122000.00,1122000.00,1,"80316RAA9","US80316RAA95",,,82.3248660000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.2190000000,1079577.18,6428.81,2021-08-20 00:00:00.0000000,"Act/360",2021-11-22 00:00:00.0000000,2021-08-20 00:00:00.0000000,8.250880,"CAYMAN ISLANDS",2033-02-20 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,,,,5184963,"SRANC 2020-8A E",200,"SARANAC CLO LTD 2020-8A","3M L + 8 bps",8.120000,"Bloomberg","EUR",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229087,2021-09-14 00:00:00.0000000,185,"Bond",5398818,354072,"GWOLF 2020-3RA DR","USD",679000.00,679000.00,1,"39809JAA7","US39809JAA79",,,91.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.1515000000,673238.69,7188.83,2021-07-22 00:00:00.0000000,"Act/360",2021-10-22 00:00:00.0000000,2021-07-22 00:00:00.0000000,7.058250,"CAYMAN ISLANDS",2033-04-15 00:00:00.0000000,,"ZAIS ZEPHYR 7 MASTER FUND  LTD.",,"BB-       ",,,5184965,"GWOLF 2020-3RA DR",185,"GREYWOLF CLO LTD 2020-3RA","3M L + 6 bps",6.920000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229088,2021-09-14 00:00:00.0000000,200,"Bond",5398818,354072,"GWOLF 2020-3RA DR","USD",1074000.00,1074000.00,1,"39809JAA7","US39809JAA79",,,91.0000000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.1515000000,1064887.11,11370.84,2021-07-22 00:00:00.0000000,"Act/360",2021-10-22 00:00:00.0000000,2021-07-22 00:00:00.0000000,7.058250,"CAYMAN ISLANDS",2033-04-15 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,"BB-       ",,,5184965,"GWOLF 2020-3RA DR",200,"GREYWOLF CLO LTD 2020-3RA","3M L + 6 bps",6.920000,"Bloomberg","EUR",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229089,2021-09-14 00:00:00.0000000,146,"Bond",5398818,354072,"GWOLF 2020-3RA DR","USD",1995000.00,1995000.00,1,"39809JAA7","US39809JAA79",,,90.4612330000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.1515000000,1978072.43,21121.81,2021-07-22 00:00:00.0000000,"Act/360",2021-10-22 00:00:00.0000000,2021-07-22 00:00:00.0000000,7.058250,"CAYMAN ISLANDS",2033-04-15 00:00:00.0000000,,"SBMA",,"BB-       ",,,5184965,"GWOLF 2020-3RA DR",146,"GREYWOLF CLO LTD 2020-3RA","3M L + 6 bps",6.920000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229090,2021-09-14 00:00:00.0000000,205,"Bond",5398818,354072,"GWOLF 2020-3RA DR","USD",1100000.00,1100000.00,1,"39809JAA7","US39809JAA79",,,88.8800000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.1515000000,1090666.50,11646.11,2021-07-22 00:00:00.0000000,"Act/360",2021-10-22 00:00:00.0000000,2021-07-22 00:00:00.0000000,7.058250,"CAYMAN ISLANDS",2033-04-15 00:00:00.0000000,,"INARI FUND LP",,"BB-       ",,,5184965,"GWOLF 2020-3RA DR",205,"GREYWOLF CLO LTD 2020-3RA","3M L + 6 bps",6.920000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229091,2021-09-14 00:00:00.0000000,2,"Bond",5398818,354072,"GWOLF 2020-3RA DR","USD",1552000.00,1552000.00,1,"39809JAA7","US39809JAA79",,,90.4631700000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.1515000000,1538831.28,16431.61,2021-07-22 00:00:00.0000000,"Act/360",2021-10-22 00:00:00.0000000,2021-07-22 00:00:00.0000000,7.058250,"CAYMAN ISLANDS",2033-04-15 00:00:00.0000000,,"CDO OPPORTUNITY",,"BB-       ",,,5184965,"GWOLF 2020-3RA DR",2,"GREYWOLF CLO LTD 2020-3RA","3M L + 6 bps",6.920000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229092,2021-09-14 00:00:00.0000000,197,"Bond",5398820,354074,"ZAIS 2020-15A SUB","USD",6425000.00,6425000.00,1,"98888FAA5","US98888FAA57",,,94.7900000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",87.4700000000,5619947.50,0.00,2021-08-11 00:00:00.0000000,"Act/360",2021-10-28 00:00:00.0000000,2021-07-28 00:00:00.0000000,,"CAYMAN ISLANDS",2030-07-28 00:00:00.0000000,,"ZAIS ZEPHYR 8, LTD",,"NR        ",,,5184966,"ZAIS 2020-15A SUB",197,"ZAIS CLO 15","0.000000 %",0.000000,"Bloomberg","USD",,,,,False,"CLO  ","High Yield","CLO","Equity                   ","CLO EQ"
203229093,2021-09-14 00:00:00.0000000,199,"Bond",5398821,354075,"AMSR 2020-SFR2 G","USD",1162000.00,1162000.00,1,"00178UAH2","US00178UAH23",,,96.0782760000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",102.0000000000,1185240.00,1678.44,2021-09-01 00:00:00.0000000,"30/360",2021-10-18 00:00:00.0000000,2021-09-17 00:00:00.0000000,,"UNITED STATES",2037-07-17 00:00:00.0000000,,"ZAIS INARI MASTER FUND 2  LTD",,,,,5184967,"AMSR 2020-SFR2 G",199,"AMSR 2020-SFR2 TRUST","4.000000 %",4.000000,"Bloomberg","USD",,,,,False,"SFR  ","Single Family Rental","Fixed Rate","Mezzanine",
203229094,2021-09-14 00:00:00.0000000,200,"Bond",5398821,354075,"AMSR 2020-SFR2 G","USD",871000.00,871000.00,1,"00178UAH2","US00178UAH23",,,95.3089610000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",102.0000000000,888420.00,1258.11,2021-09-01 00:00:00.0000000,"30/360",2021-10-18 00:00:00.0000000,2021-09-17 00:00:00.0000000,,"UNITED STATES",2037-07-17 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,,,,5184967,"AMSR 2020-SFR2 G",200,"AMSR 2020-SFR2 TRUST","4.000000 %",4.000000,"Bloomberg","EUR",,,,,False,"SFR  ","Single Family Rental","Fixed Rate","Mezzanine",
203229095,2021-09-14 00:00:00.0000000,200,"Bond",5398823,354077,"MVEW 2016-1A ER","USD",1363000.00,1363000.00,1,"62432EAE7","US62432EAE77",,,93.1891050000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.5029000000,1315334.53,17823.44,2021-07-14 00:00:00.0000000,"Act/360",2021-10-14 00:00:00.0000000,2021-07-14 00:00:00.0000000,7.592880,"CAYMAN ISLANDS",2033-04-14 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,"BB-       ",,,5184423,"MVEW 2016-1A ER",200,"MOUNTAIN VIEW CLO 2016-1 LTD.","3M L + 7 bps",7.460000,"Bloomberg","EUR",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229096,2021-09-14 00:00:00.0000000,119,"Bond",5398823,354077,"MVEW 2016-1A ER","USD",258000.00,258000.00,1,"62432EAE7","US62432EAE77",,,97.2500000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.5029000000,248977.48,3373.77,2021-07-14 00:00:00.0000000,"Act/360",2021-10-14 00:00:00.0000000,2021-07-14 00:00:00.0000000,7.592880,"CAYMAN ISLANDS",2033-04-14 00:00:00.0000000,,"UNC",,"BB-       ",,,5184423,"MVEW 2016-1A ER",119,"MOUNTAIN VIEW CLO 2016-1 LTD.","3M L + 7 bps",7.460000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229125,2021-09-14 00:00:00.0000000,2,"Bond",5398823,354077,"MVEW 2016-1A ER","USD",1010000.00,1010000.00,1,"62432EAE7","US62432EAE77",,,97.2500000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.5029000000,974679.29,13207.39,2021-07-14 00:00:00.0000000,"Act/360",2021-10-14 00:00:00.0000000,2021-07-14 00:00:00.0000000,7.592880,"CAYMAN ISLANDS",2033-04-14 00:00:00.0000000,,"CDO OPPORTUNITY",,"BB-       ",,,5184423,"MVEW 2016-1A ER",2,"MOUNTAIN VIEW CLO 2016-1 LTD.","3M L + 7 bps",7.460000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229126,2021-09-14 00:00:00.0000000,146,"Bond",5398823,354077,"MVEW 2016-1A ER","USD",1022000.00,1022000.00,1,"62432EAE7","US62432EAE77",,,97.2500000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",96.5029000000,986259.64,13364.31,2021-07-14 00:00:00.0000000,"Act/360",2021-10-14 00:00:00.0000000,2021-07-14 00:00:00.0000000,7.592880,"CAYMAN ISLANDS",2033-04-14 00:00:00.0000000,,"SBMA",,"BB-       ",,,5184423,"MVEW 2016-1A ER",146,"MOUNTAIN VIEW CLO 2016-1 LTD.","3M L + 7 bps",7.460000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229127,2021-09-14 00:00:00.0000000,146,"Bond",5398825,354079,"MP15 2019-1A E","USD",1592000.00,1592000.00,1,"56606XAA5","US56606XAA54",,,88.5200000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.6859000000,1586999.53,16331.16,2021-07-23 00:00:00.0000000,"Act/360",2021-10-25 00:00:00.0000000,2021-07-23 00:00:00.0000000,6.967880,"CAYMAN ISLANDS",2032-07-23 00:00:00.0000000,,"SBMA",,,,,5184969,"MP15 2019-1A E",146,"MARBLE POINT CLO 15, LTD","3M L + 6 bps",6.830000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229128,2021-09-14 00:00:00.0000000,2,"Bond",5398825,354079,"MP15 2019-1A E","USD",1239000.00,1239000.00,1,"56606XAA5","US56606XAA54",,,88.5200000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.6859000000,1235108.30,12709.99,2021-07-23 00:00:00.0000000,"Act/360",2021-10-25 00:00:00.0000000,2021-07-23 00:00:00.0000000,6.967880,"CAYMAN ISLANDS",2032-07-23 00:00:00.0000000,,"CDO OPPORTUNITY",,,,,5184969,"MP15 2019-1A E",2,"MARBLE POINT CLO 15, LTD","3M L + 6 bps",6.830000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229129,2021-09-14 00:00:00.0000000,200,"Bond",5398825,354079,"MP15 2019-1A E","USD",1169000.00,1169000.00,1,"56606XAA5","US56606XAA54",,,88.5200000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",99.6859000000,1165328.17,11991.91,2021-07-23 00:00:00.0000000,"Act/360",2021-10-25 00:00:00.0000000,2021-07-23 00:00:00.0000000,6.967880,"CAYMAN ISLANDS",2032-07-23 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,,,,5184969,"MP15 2019-1A E",200,"MARBLE POINT CLO 15, LTD","3M L + 6 bps",6.830000,"Bloomberg","EUR",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229130,2021-09-14 00:00:00.0000000,205,"Bond",5398826,354080,"MSAIC 2020-1A C","USD",1600000.00,1319586.24,0.8247413982,"61946NAC2","US61946NAC20",,,100.0938500000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",101.6222800000,1340993.62,3932.37,2021-08-20 00:00:00.0000000,"30/360",2021-09-20 00:00:00.0000000,2021-08-20 00:00:00.0000000,,"UNITED STATES",2046-04-20 00:00:00.0000000,,"INARI FUND LP",,,,,5184970,"MSAIC 2020-1A C",205,"MOSAIC SOLAR LOANS LLC 2020-1A","4.470000 %",4.470000,"Bloomberg","USD",,,,,False,"ABS  ","Solar Loan","ABS BOND","Mezzanine","ABS-BBB"
203229131,2021-09-14 00:00:00.0000000,205,"Bond",5398827,354081,"MSAIC 2020-1A D","USD",1080000.00,967108.42,0.8954707629,"61946NAD0","US61946NAD03",,,101.4496150000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",102.0535500000,986968.48,4455.15,2021-08-20 00:00:00.0000000,"30/360",2021-09-20 00:00:00.0000000,2021-08-20 00:00:00.0000000,,"UNITED STATES",2046-04-20 00:00:00.0000000,,"INARI FUND LP",,,,,5184970,"MSAIC 2020-1A D",205,"MOSAIC SOLAR LOANS LLC 2020-1A","6.910000 %",6.910000,"Bloomberg","USD",,,,,False,"ABS  ","Solar Loan","ABS BOND","Mezzanine","ABS-BB"
203229132,2021-09-14 00:00:00.0000000,2,"Bond",5398828,354082,"SNDPT 2019-3A E","USD",2021000.00,2021000.00,1,"83614LAA5","US83614LAA52",,,89.1829540000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",100.1104000000,2023231.18,20870.33,2021-07-26 00:00:00.0000000,"Act/360",2021-10-25 00:00:00.0000000,2021-07-26 00:00:00.0000000,7.435250,"CAYMAN ISLANDS",2032-10-25 00:00:00.0000000,,"CDO OPPORTUNITY",,,,,5184971,"SNDPT 2019-3A E",2,"SOUND POINT CLO LTD 2019-3A","3M L + 7 bps",7.310000,"Bloomberg","USD",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
203229133,2021-09-14 00:00:00.0000000,200,"Bond",5398828,354082,"SNDPT 2019-3A E","USD",1396000.00,1396000.00,1,"83614LAA5","US83614LAA52",,,89.2500000000,2021-08-31 00:00:00.0000000,"JP Morgan Pricing Direct",100.1104000000,1397541.18,14416.12,2021-07-26 00:00:00.0000000,"Act/360",2021-10-25 00:00:00.0000000,2021-07-26 00:00:00.0000000,7.435250,"CAYMAN ISLANDS",2032-10-25 00:00:00.0000000,,"ZAIS LEVHY FUND I SCSp",,,,,5184971,"SNDPT 2019-3A E",200,"SOUND POINT CLO LTD 2019-3A","3M L + 7 bps",7.310000,"Bloomberg","EUR",,,,,True,"CLO  ","High Yield","CLO","Mezzanine","CLO BB"
